,no,urls,user_id,username,user_display_name,tweet_id,full_text,created_at,retweet_count,like_count
667,89,[],1769550762894594048,Electrizen_Smnp,Electrizen Sumenep,1826167101276696582,"Tak hanya sukses kawal keandalan listrik pada rangkaian upacara peringatan HUT ke-79 RI di Ibu Kota Nusantara, PLN juga berhasil mendukung operasional electric vehicle (EV) dengan penyiagaan SPKLU #SPKLUPLNDukungIKN https://t.co/Zf3R0kTQv1",Wed Aug 21 07:59:00 +0000 2024,0,0
668,90,[],2999489478,KantahKabBT,Kantah Kab. Bengkulu Tengah,1826167073380380893,"Halo #SobATRBPN, Pemerintah telah mempersiapkan Nusantara tidak hanya membangun Ibu Kota Baru namun juga membangun Kota Hutan yang Ramah Lingkungan, Pintar dan modern. Istimewa, tahun ini adalah kali pertama perayaan HUT ke-79 Republik di Ibu Kota Nusantara (IKN). https://t.co/XuGeHFrW7C",Wed Aug 21 07:58:53 +0000 2024,0,0
669,91,[],1769728312119853056,electrizen_poso,Electrizen Poso,1826167027578581298,"Electrizen, Direktur Utama PLN, Darmawan Prasodjo memastikan langsung keandalan listrik jelang HUT ke-79 RI di Ibu Kota Nusantara. Jumat, (16/08). #PLNSiagaHUTRIIKN #PLNSukseskanUpacaraIKN #IKN100persenEnergiBersih #ELECTRIZENPOSO https://t.co/hJRXwZyACX",Wed Aug 21 07:58:42 +0000 2024,0,0
670,92,[],1769950730167934976,ElectrizenKudus,electrizen.kudus,1826167026131546404,"Electrizen, Direktur Utama PLN, Darmawan Prasodjo memastikan langsung keandalan listrik jelang HUT ke-79 RI di Ibu Kota Nusantara. Jumat, (16/08). #PLNSiagaHUTRIIKN #PLNSukseskanUpacaraIKN #IKN100persenEnergiBersih https://t.co/CCCkyKxBC1",Wed Aug 21 07:58:42 +0000 2024,0,0
671,93,[],1768117371229941760,Electrizen_Baus,Electrizen_Baubau,1826166632282206655,"Tak hanya sukses kawal keandalan listrik pada rangkaian upacara peringatan HUT ke-79 RI di Ibu Kota Nusantara, PLN juga berhasil mendukung operasional electric vehicle (EV) dengan penyiagaan SPKLU #SPKLUPLNDukungIKN https://t.co/xjf28ZtuOW",Wed Aug 21 07:57:08 +0000 2024,0,0
672,94,[],1631563819989479424,delalonikaa,delalonikaa,1826166186775818638,"Pembangunan Ibu Kota Nusantara bukan hanya simbol pusat pemerintah tetapi sebagai perwujudan kebangkitan

Azizah Arhan Selingkuh Fuji Satria Thoriq Rachel Gong Andre Rosiade Pentil Khalifah 令和12年 #KawalPutuskanMK https://t.co/KoxCJHGzaM",Wed Aug 21 07:55:22 +0000 2024,0,5
673,95,[],1641024423301095424,IlhamIndraaaa,Ilham Indra,1826166166215340445,"Jokowi Gandeng UGM untuk mengembangkan konsep hutan kota di Ibu Kota Nusantara

Azizah Arhan Selingkuh Fuji Satria Thoriq Rachel Gong Andre Rosiade Pentil Khalifah 令和12年 #KawalPutuskanMK https://t.co/pYILkQopeu",Wed Aug 21 07:55:17 +0000 2024,0,5
674,96,[],1631920470646984706,ArifahAnnieza,Annieza Arifah,1826166114868670731,"Otorita IKN menyatakan nilai investasi di Ibu Kota Nusantara pada GroundBreaking ketujuh

Azizah Arhan Selingkuh Fuji Satria Thoriq Rachel Gong Andre Rosiade Pentil Khalifah 令和12年 #KawalPutuskanMK https://t.co/PAykGBckQb",Wed Aug 21 07:55:04 +0000 2024,0,5
675,97,[],1769950730167934976,ElectrizenKudus,electrizen.kudus,1826165766162624700,"Gelar apel siaga, PLN all out sukseskan upacara HUT ke-79 RI di Ibu Kota Nusantara pada sabtu esok. Apel siaga kelistrikan ini dipimpin langsung oleh Direktur Utama PLN, Darmawan Prasodjo.  #PLNSiagaHUTRIIKN #PLNSukseskanUpacaraIKN https://t.co/37eGIQFyZS",Wed Aug 21 07:53:41 +0000 2024,0,0
676,98,[],1769568076499222528,Electrizenmnhs,@electrizen_mnhs,1826165207846236314,"Tak hanya sukses kawal keandalan listrik pada rangkaian upacara peringatan HUT ke-79 RI di Ibu Kota Nusantara, PLN juga berhasil mendukung operasional electric vehicle (EV) dengan penyiagaan SPKLU #SPKLUPLNDukungIKN https://t.co/6vVHC3q87f",Wed Aug 21 07:51:28 +0000 2024,0,0
677,99,[],1765206100159385600,plnup3pbun,plnup3_ pangkalanbun,1826163776393195624,"T hanya sukses kawal keandalan listrik pada rangkaian upacara peringatan HUT ke-79 RI di Ibu Kota Nusantara, PLN juga berhasil mendukung operasional electric vehicle (EV) dengan penyiagaan Stasiun Pengisian Kendaraan Listrik Umum.

#PLNSiagaHUTRIIKN #PLNSukseskanUpacaraIKN https://t.co/P0uL5p7hBK",Wed Aug 21 07:45:47 +0000 2024,0,0
678,100,[],1629278459548803072,BumnMlg13,@BUMN_Mlg13,1826163531135479833,"Jelang upacara peringatan Hari Kemerdekaan RI ke-79 pada 17 Agustus di Ibu Kota Nusantara (IKN), Pertamina Gas Negara (PGN) selaku Subholding Gas Pertamina memastikan bahwa gas bumi telah mengalir dan siap digunakan. 

#Pertamina
#PertaminaDukungIKN
#EnergiBaruIndonesiaMaju https://t.co/0c5CK5GpBg",Wed Aug 21 07:44:48 +0000 2024,0,0
679,101,[],1768960583729348608,plners_soppeng,plnerssoppeng,1826162167701451085,"Tak hanya sukses kawal keandalan listrik pada rangkaian upacara peringatan HUT ke-79 RI di Ibu Kota Nusantara, PLN juga berhasil mendukung operasional electric vehicle (EV) dengan penyiagaan SPKLU #SPKLUPLNDukungIKN https://t.co/XpnKlN2pWX",Wed Aug 21 07:39:23 +0000 2024,0,0
680,102,[],1769737954770173952,electrizen_toli,Electrizen Tolitoli,1826161787861086390,"Gelar apel siaga, PLN all out sukseskan upacara HUT ke-79 RI di Ibu Kota Nusantara pada sabtu esok. Apel siaga kelistrikan ini dipimpin langsung oleh Direktur Utama PLN, Darmawan Prasodjo.  #PLNSiagaHUTRIIKN #PLNSukseskanUpacaraIKN #ELECTRIZENTOLITOLI https://t.co/4caYjqNr0v",Wed Aug 21 07:37:53 +0000 2024,0,0
681,103,[],1178911077469343744,leoylie,LEOYLIE,1826161772040171895,@txtdarigajelas Perkiraan 18 tahun lagi ya Pak? Keknya UI akan berganti nama menjadi UN (Universitas Nusantara) sebab nama Ibu kota sudah berganti ke Nusantara Pak,Wed Aug 21 07:37:49 +0000 2024,0,0
682,104,[],1769523341935992832,elctrzn_tblong,Electrizen Tabalong,1826161685100638634,"Tak hanya sukses kawal keandalan listrik pada rangkaian upacara peringatan HUT ke-79 RI di Ibu Kota Nusantara, PLN juga berhasil mendukung operasional electric vehicle (EV) dengan penyiagaan SPKLU #SPKLUPLNDukungIKN https://t.co/euq0HDsDVb",Wed Aug 21 07:37:28 +0000 2024,0,0
683,105,[],1769726004048887808,electrizen_tom,Electrizen Tomohon,1826161590753964326,"Gelar apel siaga, PLN all out sukseskan upacara HUT ke-79 RI di Ibu Kota Nusantara pada sabtu esok. Apel siaga kelistrikan ini dipimpin langsung oleh Direktur Utama PLN, Darmawan Prasodjo.  #PLNSiagaHUTRIIKN #PLNSukseskanUpacaraIKN #ELECTRIZENTOMOHON https://t.co/aKvk6IForf",Wed Aug 21 07:37:06 +0000 2024,0,0
684,106,[],1752227581859131392,Siaran_Jokowi,Siaran Jokowi,1826161564690559118,"Pembangunan Ibu Kota Nusantara bukan hanya simbol pusat pemerintah tetapi sebagai perwujudan kebangkitan

Azizah Arhan Selingkuh Fuji Satria Thoriq Rachel Gong Andre Rosiade Pentil Khalifah 朝鮮学校 #KawalPutuskanMK https://t.co/9gOm2dckv3",Wed Aug 21 07:37:00 +0000 2024,0,5
685,107,[],1640967024657715200,RusdiFalah,Rusdi Falah,1826161544520151302,"Jokowi Gandeng UGM untuk mengembangkan konsep hutan kota di Ibu Kota Nusantara

Azizah Arhan Selingkuh Fuji Satria Thoriq Rachel Gong Andre Rosiade Pentil Khalifah #KawalPutuskanMK https://t.co/IKHrcWZf9t",Wed Aug 21 07:36:55 +0000 2024,0,4
686,108,[],1615617519003512833,AmelindaRahadi1,Amelinda Rahadian,1826161508734349646,"Otorita IKN menyatakan nilai investasi di Ibu Kota Nusantara pada GroundBreaking ketujuh

Azizah Arhan Selingkuh Fuji Satria Thoriq Rachel Gong Andre Rosiade Pentil Khalifah 朝鮮学校 #KawalPutuskanMK https://t.co/CdQuy1k9M7",Wed Aug 21 07:36:46 +0000 2024,0,5
687,109,[],1769724382333849600,electrizen_bit,Electrizen Bitung,1826161310255743073,"Gelar apel siaga, PLN all out sukseskan upacara HUT ke-79 RI di Ibu Kota Nusantara pada sabtu esok. Apel siaga kelistrikan ini dipimpin langsung oleh Direktur Utama PLN, Darmawan Prasodjo.  #PLNSiagaHUTRIIKN #PLNSukseskanUpacaraIKN #ELECTRIZENBITUNG https://t.co/rV9387xhaf",Wed Aug 21 07:35:59 +0000 2024,0,0
688,110,[],1824634989461508097,Plners_pblgwani,plners_pblgwani,1826161214839541854,"Jelang upacara peringatan Hari Kemerdekaan RI ke-79 pada 17 Agustus di Ibu Kota Nusantara (IKN), Pertamina Gas Negara (PGN) memastikan bahwa gas bumi telah mengalir dan siap digunakan. #PertaminaDukungIKN https://t.co/Z0syWNITuO",Wed Aug 21 07:35:36 +0000 2024,0,0
689,111,[],1769925703590703104,electrizendemak,electrizen.demak,1826161098732749156,"Tak hanya sukses kawal keandalan listrik pada rangkaian upacara peringatan HUT ke-79 RI di Ibu Kota Nusantara, PLN juga berhasil mendukung operasional electric vehicle (EV) dengan penyiagaan SPKLU #SPKLUPLNDukungIKN https://t.co/eOkgoJCerZ",Wed Aug 21 07:35:09 +0000 2024,0,0
690,112,[],1641114296540364801,electrizen_pal,Electrizen Palu,1826161030705328476,"Gelar apel siaga, PLN all out sukseskan upacara HUT ke-79 RI di Ibu Kota Nusantara pada sabtu esok. Apel siaga kelistrikan ini dipimpin langsung oleh Direktur Utama PLN, Darmawan Prasodjo.  #PLNSiagaHUTRIIKN #PLNSukseskanUpacaraIKN #ELECTRIZENPALU https://t.co/akrflWGp3p",Wed Aug 21 07:34:52 +0000 2024,0,0
691,113,[],1629278459548803072,BumnMlg13,@BUMN_Mlg13,1826160815797580219,"PLN menyiagakan 18 unit Stasiun Pengisian Kendaraan Listrik Umum (SPKLU) untuk mendukung penggunaan kendaraan listrik pada peringatan HUT ke-79 Republik Indonesia di Ibu Kota Negara (IKN) Nusantara.

#PLNSiagaHUTRIIKN #PLNSukseskanUpacaraIKN #PLN #PLNUntukIndonesia https://t.co/ZR6Iqu4mBv",Wed Aug 21 07:34:01 +0000 2024,0,0
692,114,[],1769728312119853056,electrizen_poso,Electrizen Poso,1826160570615345569,"Gelar apel siaga, PLN all out sukseskan upacara HUT ke-79 RI di Ibu Kota Nusantara pada sabtu esok. Apel siaga kelistrikan ini dipimpin langsung oleh Direktur Utama PLN, Darmawan Prasodjo.  #PLNSiagaHUTRIIKN #PLNSukseskanUpacaraIKN #ELECTRIZENPOSO https://t.co/ODA1d4hTDQ",Wed Aug 21 07:33:03 +0000 2024,0,0
693,115,[],1229946661759148032,plnmakassar_utr,PLN Makassar Utara,1826160239466656186,"Electrizen, tak hanya sukses kawal keandalan listrik pada rangkaian upacara peringatan HUT ke-79 RI di Ibu Kota Nusantara, PLN juga berhasil mendukung operasional electric vehicle (EV) dengan penyiagaan Stasiun Pengisian Kendaraan Listrik Umum.

18 unit SPKLU tersebar di 3 titik https://t.co/yimg70hB2q",Wed Aug 21 07:31:44 +0000 2024,0,0
694,116,"[{'display_url': 'instagram.com/reel/C-7A26Yym…', 'expanded_url': 'https://www.instagram.com/reel/C-7A26YymwL/?igsh=eGw0NTdhd2pydWls', 'url': 'https://t.co/5ln56fTxXk', 'indices': [257, 280]}]",970890808898461696,KantahNagan,KantahKabNaganRaya,1826159668173091168,"#Repost @kementerian.atrbpn 
——
Halo #SobATRBPN, Menteri ATR/BPN, (AHY) dan Wakil Menteri ATR/BPN, Raja Juli Antoni menghadiri Upacara Detik-detik Proklamasi sekaligus Pengibaran Bendera dalam rangka HUT ke-79 Republik Indonesia di Ibu Kota Nusantara (IKN)
https://t.co/5ln56fTxXk",Wed Aug 21 07:29:27 +0000 2024,0,0
695,117,[],1768960583729348608,plners_soppeng,plnerssoppeng,1826158573623337096,"Electrizen, PLN sukses menghadirkan pasokan listrik yang andal, hijau dan tanpa kedip sepanjang gelaran Upacara Hari Ulang Tahun ke-79 Kemerdekaan Republik Indonesia di Ibu Kota Nusantara. #PLNSiagaHUTRIIKN https://t.co/telw3iwA4J",Wed Aug 21 07:25:06 +0000 2024,0,0
696,118,[],1643819011577384960,WartaJokowi,Warta Jokowi,1826157922243719389,"Jokowi Gandeng UGM untuk mengembangkan konsep hutan kota di Ibu Kota Nusantara

Azizah Arhan Selingkuh Fuji Satria Thoriq Rachel Gong Andre Rosiade Pentil 朝鮮学校 #KawalPutuskanMK https://t.co/chk5aVDrjR",Wed Aug 21 07:22:31 +0000 2024,0,5
697,119,[],1772532669295026176,DinniHamdan,Dinni Hamdan,1826157881793851496,"Otorita IKN menyatakan nilai investasi di Ibu Kota Nusantara pada GroundBreaking ketujuh

Azizah Arhan Selingkuh Fuji Satria Thoriq Rachel Gong Andre Rosiade Pentil 朝鮮学校 #KawalPutuskanMK https://t.co/RpY9V5iiOo",Wed Aug 21 07:22:22 +0000 2024,0,1
698,120,[],1769728275503628288,Electrizen_Lpu,Electrizen_lampungut,1826157836763803876,"Tak hanya sukses kawal keandalan listrik pada rangkaian upacara peringatan HUT ke-79 RI di Ibu Kota Nusantara, PLN juga berhasil mendukung operasional electric vehicle (EV) dengan penyiagaan SPKLU #SPKLUPLNDukungIKN https://t.co/z7f51cJYWl",Wed Aug 21 07:22:11 +0000 2024,0,0
699,121,[],1768960583729348608,plners_soppeng,plnerssoppeng,1826157699089969285,"Jelang upacara peringatan Hari Kemerdekaan RI ke-79 pada 17 Agustus di Ibu Kota Nusantara (IKN), Pertamina Gas Negara (PGN) memastikan bahwa gas bumi telah mengalir dan siap digunakan. #PertaminaDukungIKN https://t.co/TMjyhGq7kg",Wed Aug 21 07:21:38 +0000 2024,0,0
700,122,[],1762389021454729216,electrizen_sda,Electrizen_Sidoarjo,1826157306842956262,"Tak hanya sukses kawal keandalan listrik pada rangkaian upacara peringatan HUT ke-79 RI di Ibu Kota Nusantara, PLN juga berhasil mendukung operasional electric vehicle (EV) dengan penyiagaan SPKLU #SPKLUPLNDukungIKN https://t.co/HNRHn9ThF1",Wed Aug 21 07:20:04 +0000 2024,0,0
701,123,[],1758646519094497280,elctrzn_barito,Robi D. Ekat,1826157275393962128,"Tak hanya sukses kawal keandalan listrik pada rangkaian upacara peringatan HUT ke-79 RI di Ibu Kota Nusantara, PLN juga berhasil mendukung operasional electric vehicle (EV) dengan penyiagaan SPKLU #SPKLUPLNDukungIKN https://t.co/BLeJNjuBTd",Wed Aug 21 07:19:57 +0000 2024,0,0
702,124,"[{'display_url': 'harakatuna.com', 'expanded_url': 'http://www.harakatuna.com', 'url': 'https://t.co/9YbOIFkFws', 'indices': [72, 95]}]",823187434422702080,harakatuna,Harakatuna.com,1826153212925415887,"IKN sebagai Strategi Indonesia-Sentris🔥🔥

Selengkapnya silahkan baca di https://t.co/9YbOIFkFws / Link di bio

#ibukotanusantara #nusantarabaruindonesiamaju #indonesiasentris #BBNaija #earthquake https://t.co/UNLLBV4MgB",Wed Aug 21 07:03:48 +0000 2024,0,0
703,125,[],1430013618683219979,panggung2024,Panggung Politik,1826152517475962998,"Dengan bergabungnya berbagai partai besar, pasangan ini diyakini mampu mengarahkan Jakarta menuju masa depan yang lebih baik, khususnya di tengah transisi menuju Ibu Kota Nusantara.

#PilgubJakarta2024 #RidwanKamil #Suswono #AniesBaswedan #KoalisiJakartaBaru #Pemilu2024 https://t.co/NDKcCPuRBy",Wed Aug 21 07:01:03 +0000 2024,0,0
704,126,"[{'display_url': 'dlvr.it/TC9mMn', 'expanded_url': 'http://dlvr.it/TC9mMn', 'url': 'https://t.co/hmyfFMgMcO', 'indices': [154, 177]}]",46693036,inilahdotcom,inilahcom,1826149279649640537,"Aktivis Jaringan Advokasi Tambang (Jatam) Kalimantan Timur (Kaltim), Aji Ahmad Affandi menyebut megaproyek Ibu Kota Nusantara (IKN) di Penajam Paser U... https://t.co/hmyfFMgMcO",Wed Aug 21 06:48:11 +0000 2024,0,0
705,127,[],1769596919918313473,Electrizen38091,Electrizen probolinggo,1826149246296535238,"Gelar apel siaga, PLN all out sukseskan upacara HUT ke-79 RI di Ibu Kota Nusantara pada sabtu esok. Apel siaga kelistrikan ini dipimpin langsung oleh Direktur Utama PLN, Darmawan Prasodjo.  #PLNSiagaHUTRIIKN #PLNSukseskanUpacaraIKN https://t.co/h77dRtrt3V",Wed Aug 21 06:48:03 +0000 2024,0,0
706,128,[],1758646519094497280,elctrzn_barito,Robi D. Ekat,1826148857656520794,"Gelar apel siaga, PLN all out sukseskan upacara HUT ke-79 RI di Ibu Kota Nusantara pada sabtu esok. Apel siaga kelistrikan ini dipimpin langsung oleh Direktur Utama PLN, Darmawan Prasodjo.  #PLNSiagaHUTRIIKN #PLNSukseskanUpacaraIKN https://t.co/ZCmUfaVb3I",Wed Aug 21 06:46:30 +0000 2024,0,0
707,129,[],177084452,RadioSmartFM,Radio Smart FM 95.9,1826148479007150462,"Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono mengklaim hidup di Ibu Kota Nusantara (IKN) dapat memperpanjang usia hingga 10 tahun lamanya.

#SmartNews @kompascom https://t.co/lKQFImxrR7",Wed Aug 21 06:45:00 +0000 2024,0,0
708,130,"[{'display_url': 'dlvr.it/TC9m4m', 'expanded_url': 'http://dlvr.it/TC9m4m', 'url': 'https://t.co/XXKEPP8oiM', 'indices': [183, 206]}]",21287066,beritajatimcom,beritajatim,1826148242205085986,"Unesa Berencana Bangun Kampus di IKN. 👇

Universitas Negeri Surabaya (Unesa) berencana membuka kampus di Ibu Kota Nusantara (IKN). Hal itu sudah dibahas bersama pemerintah, termasuk… https://t.co/XXKEPP8oiM #PendidikanKesehatan #IbuKotaNusantara #UNESA via @beritajatimcom",Wed Aug 21 06:44:03 +0000 2024,0,0
709,131,[],1764905826584829952,PLNers_Berau,PLNers Berau,1826145340556227062,"Tak hanya sukses kawal keandalan listrik pada rangkaian upacara peringatan HUT ke-79 RI di Ibu Kota Nusantara, PLN juga berhasil mendukung operasional electric vehicle (EV) dengan penyiagaan SPKLU #SPKLUPLNDukungIKN https://t.co/DywnLlDHjm",Wed Aug 21 06:32:31 +0000 2024,0,1
710,132,"[{'display_url': 'money.kompas.com/read/2024/08/2…', 'expanded_url': 'https://money.kompas.com/read/2024/08/21/112740126/pak-bas-bilang-tinggal-di-ikn-bisa-perpanjang-usia-minimal-10-tahun', 'url': 'https://t.co/HnUVePlAO9', 'indices': [152, 175]}]",23343960,kompascom,Kompas.com,1826143510862639452,"Menteri PUPR Basuki Hadimuljono mengungkapkan, hidup dan tinggal di Ibu Kota Nusantara (IKN), Kalimantan Timur menambah panjang usia minimal 10 tahun.

https://t.co/HnUVePlAO9

&lt;#BasukiHadimuljono #IKN",Wed Aug 21 06:25:15 +0000 2024,1,1
711,133,[],1652496842,zara_apr,zara,1826143452100440238,"Masyarakat tidak perlu khawatir mengenai keberlanjutan pembangunan Ibu Kota Negara (IKN) Nusantara. Hal ini karena transisi pemerintahan saat ini dirancang untuk memastikan kelanjutan proyek-proyek strategis 
#IKNNusantara #Prabowo #IKN #KeberlanjutanIKN dan #NKRI https://t.co/b09nwVOWan",Wed Aug 21 06:25:01 +0000 2024,0,0
712,134,"[{'display_url': 'money.kompas.com/read/2024/08/2…', 'expanded_url': 'https://money.kompas.com/read/2024/08/21/112740126/pak-bas-bilang-tinggal-di-ikn-bisa-perpanjang-usia-minimal-10-tahun', 'url': 'https://t.co/HnUVePlAO9', 'indices': [190, 213]}]",23343960,kompascom,Kompas.com,1826142965175288096,"Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono mengungkapkan, hidup dan tinggal di Ibu Kota Nusantara (IKN), Kalimantan Timur menambah panjang usia minimal 10 tahun.

https://t.co/HnUVePlAO9

&lt;#BasukiHadimuljono #IKN",Wed Aug 21 06:23:05 +0000 2024,0,0
713,135,[],1612686471714181120,bumn_yogyahebat,BUMN Yogya Hebat,1826141561182367908,"Electrizen, PLN menyiagakan 18 unit Stasiun Pengisian Kendaraan Listrik Umum (SPKLU) untuk mendukung penggunaan kendaraan listrik pada peringatan HUT ke-79 Republik Indonesia di Ibu Kota Negara (IKN) Nusantara.

#PLNSiagaHUTRIIKN #PLNSukseskanUpacaraIKN #PLN #PLNUntukIndonesia https://t.co/KsH5Qtr0Cu",Wed Aug 21 06:17:30 +0000 2024,0,0
714,136,[],1229946661759148032,plnmakassar_utr,PLN Makassar Utara,1826140614146310509,"Electrizen, PLN sukses menghadirkan pasokan listrik yang andal, hijau dan tanpa kedip sepanjang gelaran Upacara Hari Ulang Tahun ke-79 Kemerdekaan Republik Indonesia di Ibu Kota Nusantara.

Direktur Utama PLN Darmawan Prasodjo terjun langsung memimpin 450 personel PLN yang https://t.co/zxnG12BDh9",Wed Aug 21 06:13:45 +0000 2024,0,0
715,137,[],1626434380389560328,JokowiBareng,Bareng Jokowi!,1826134297679639006,"Pembentukan koperasi sebagai upaya untuk menggerakan perekonomian Ibu Kota Nusantara

Azizah Arhan Selingkuh Fuji Satria Thoriq Rachel Gong Andre Rosiade Pentil 朝鮮学校 #KawalPutuskanMK https://t.co/F6ScSnXasF",Wed Aug 21 05:48:39 +0000 2024,0,4
716,138,"[{'display_url': 'youtu.be/7Q0_vXxMYAw?fe…', 'expanded_url': 'https://youtu.be/7Q0_vXxMYAw?feature=shared', 'url': 'https://t.co/I8tIguiBeU', 'indices': [75, 98]}]",126607693,dellov,ano,1826132105740599701,IKN Disorot Dunia! Terus Bergerak menuju Indonesia Emas Ibu Kota Nusantara https://t.co/I8tIguiBeU lewat @YouTube,Wed Aug 21 05:39:56 +0000 2024,0,0
717,139,[],1516276612702302208,mhmmd_gathan,muhammad gathan,1826130944169783612,@abangbelneg Ibu Kota Nusantara Mendorong Percepatan Pembangunan Daerah Se-Indonesia,Wed Aug 21 05:35:19 +0000 2024,0,0
718,140,"[{'display_url': 'sulbar.herald.id/2024/08/21/mil…', 'expanded_url': 'https://sulbar.herald.id/2024/08/21/miliki-potensi-pertambangan-sulbar-butuh-investor/', 'url': 'https://t.co/Px2HD3inmQ', 'indices': [152, 175]}]",1698580133068865536,heralddotID,Herald Indonesia,1826130343851966508,"Sulawesi Barat (Sulbar) merupakan salah satu provinsi yang ada di Pulau Sulawesi dan memiliki letak geografis terdekat dari Ibu Kota Nusantara (IKN). 

https://t.co/Px2HD3inmQ",Wed Aug 21 05:32:56 +0000 2024,0,0
719,141,"[{'display_url': 'antaranews.com/berita/4267587…', 'expanded_url': 'https://www.antaranews.com/berita/4267587/lagu-puspa-warni-dan-tarian-natana-borneo-meriahkan-upacara-di-ikn', 'url': 'https://t.co/WzINJ1LqFk', 'indices': [215, 238]}]",280794125,kalimaya_malang,Radio Kalimaya Bhaskara Malang,1826130076812873815,"Lagu ""Puspa Warni"" dan Tarian Natana Borneo ditampilkan untuk menyemarakkan upacara detik-detik proklamasi memperingati Hari Ulang Tahun (HUT) ke-79 Republik Indonesia, di Istana Negara, Ibu Kota Nusantara #R12KBFM
https://t.co/WzINJ1LqFk",Wed Aug 21 05:31:52 +0000 2024,0,0
720,142,[],1250669792505159680,plnuidrkr,PLN UID RIAU & KEPRI,1826127813709279335,"Electrizen, PLN sukses menghadirkan pasokan listrik yang andal, hijau dan tanpa kedip sepanjang gelaran Upacara Hari Ulang Tahun ke-79 Kemerdekaan Republik Indonesia di Ibu Kota Nusantara.
#PLNUntukIndonesia #AcceleratingRenewableEnergy #KinerjaPLNHattrick #MarketplacePLNMobile https://t.co/towhodNaCU",Wed Aug 21 05:22:53 +0000 2024,0,0
721,143,[],759692754985242625,kumparan,kumparan,1826125991493742841,"Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono atau Pak Bas mengeklaim, hidup dan tinggal di Ibu Kota Nusantara (IKN), Kalimantan Timur, dapat menambah panjang usia minimal sepuluh tahun. #bisnisupdate #update #bisnis #quote https://t.co/cYUcIbDuDM",Wed Aug 21 05:15:38 +0000 2024,0,1
722,144,[],1646083444701814784,PresidenUpdate,Presiden Update,1826125313094594708,"Pembangunan Ibu Kota Nusantara bukan hanya simbol pusat pemerintah tetapi sebagai perwujudan kebangkitan

Azizah Arhan Selingkuh Fuji Satria Thoriq Rachel Gong Andre Rosiade Pentil 朝鮮学校 #KawalPutuskanMK https://t.co/nAU1ZdG7pN",Wed Aug 21 05:12:57 +0000 2024,0,5
723,145,[],1640963952522969089,AdisdiWidi,Adisdi Widihastuti,1826125293150679511,"Jokowi Gandeng UGM untuk mengembangkan konsep hutan kota di Ibu Kota Nusantara

Azizah Arhan Selingkuh Fuji Satria Thoriq Rachel Gong Andre Rosiade Pentil 朝鮮学校 #KawalPutuskanMK https://t.co/So2iBBZ1Nj",Wed Aug 21 05:12:52 +0000 2024,0,6
724,146,[],1641020647748030465,AlvinoForsa,Alvino Forsa,1826125244945645684,"Otorita IKN menyatakan nilai investasi di Ibu Kota Nusantara pada GroundBreaking ketujuh

Azizah Arhan Selingkuh Fuji Satria Thoriq Rachel Gong Andre Rosiade Pentil 朝鮮学校 #KawalPutuskanMK https://t.co/PqMNYuLRqK",Wed Aug 21 05:12:40 +0000 2024,0,6
725,147,[],1823265428342550528,JakselElectriz,Electrizen Jaksel,1826124045370142767,"Jelang upacara peringatan Hari Kemerdekaan RI ke-79 pada 17 Agustus di Ibu Kota Nusantara (IKN), Pertamina Gas Negara (PGN) memastikan bahwa gas bumi telah mengalir dan siap digunakan. #PertaminaDukungIKN https://t.co/EfX6pZrb2i",Wed Aug 21 05:07:54 +0000 2024,0,0
726,148,[],1769564141059178496,E_Jakbar,electrizen_jakbar,1826124041301725355,"Jelang upacara peringatan Hari Kemerdekaan RI ke-79 pada 17 Agustus di Ibu Kota Nusantara (IKN), Pertamina Gas Negara (PGN) memastikan bahwa gas bumi telah mengalir dan siap digunakan. #PertaminaDukungIKN https://t.co/o6oaukc4h7",Wed Aug 21 05:07:53 +0000 2024,0,0
727,149,[],1633378998989512705,josephkenedy999,joseph kenedy,1826124040618062047,"Jelang upacara peringatan Hari Kemerdekaan RI ke-79 pada 17 Agustus di Ibu Kota Nusantara (IKN), Pertamina Gas Negara (PGN) memastikan bahwa gas bumi telah mengalir dan siap digunakan. #PertaminaDukungIKN https://t.co/wKBsUWBqMb",Wed Aug 21 05:07:53 +0000 2024,0,0
728,150,[],1633003888843554816,IvanIvanrt,ivan sandi,1826124036868317528,"Jelang upacara peringatan Hari Kemerdekaan RI ke-79 pada 17 Agustus di Ibu Kota Nusantara (IKN), Pertamina Gas Negara (PGN) memastikan bahwa gas bumi telah mengalir dan siap digunakan. #PertaminaDukungIKN https://t.co/ToDtwKvxqX",Wed Aug 21 05:07:52 +0000 2024,0,0
729,151,[],1633377901419831296,atomichabits31,atomic habits,1826124036100772125,"Jelang upacara peringatan Hari Kemerdekaan RI ke-79 pada 17 Agustus di Ibu Kota Nusantara (IKN), Pertamina Gas Negara (PGN) memastikan bahwa gas bumi telah mengalir dan siap digunakan. #PertaminaDukungIKN https://t.co/sF3e0Va3k2",Wed Aug 21 05:07:52 +0000 2024,0,0
